Unnamed: 0,CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
223,200223,38.0,1,3,9.0,2,2,3,3.0,3,3.0,1,1.0,0,2,1,1.0,3,25609.0
1233,201233,30.0,1,1,22.0,2,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17862.0
3372,203372,45.0,1,1,22.0,3,1,4,4.0,3,3.0,0,3.0,0,3,0,2.0,3,26656.0
3720,203720,38.0,1,3,16.0,3,2,3,5.0,1,4.0,1,3.0,0,4,0,2.0,2,22867.0
3622,203622,21.0,1,3,9.0,3,1,3,4.0,0,3.0,3,3.0,0,4,0,1.0,1,21461.0
2980,202980,61.0,1,3,23.0,3,2,3,4.0,1,5.0,3,2.0,0,4,1,1.0,2,24083.0
1811,201811,38.0,1,1,21.0,2,2,3,4.0,3,3.0,1,1.0,1,5,1,2.0,3,26510.0
1520,201520,48.0,1,1,6.0,2,2,3,4.0,3,3.0,2,1.0,1,5,0,0.0,3,20381.0
188,200188,34.0,0,1,8.0,2,2,2,4.0,1,3.0,0,2.0,0,4,0,0.0,2,24547.0
1932,201932,34.0,1,3,27.0,2,2,3,1.0,1,3.0,2,2.0,0,3,0,0.0,2,20337.0
2520,202520,36.0,1,3,7.0,3,2,3,5.0,1,5.0,3,2.0,0,2,0,2.0,2,22990.0
2353,202353,33.0,1,1,15.0,3,2,2,3.0,0,3.0,1,1.0,0,1,0,1.0,1,17781.0
4073,204073,35.0,0,3,9.0,3,1,4,4.0,0,3.0,1,8.0,0,5,0,1.0,1,20909.0
3432,203432,42.0,0,1,29.0,2,1,4,4.0,1,3.0,1,5.0,1,5,0,1.0,2,24145.0
2407,202407,39.0,1,1,8.0,2,1,3,3.0,0,5.0,1,2.0,1,1,1,0.0,1,32123.0
1118,201118,26.0,1,1,9.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17061.0
2927,202927,36.0,1,1,32.0,2,2,3,5.0,1,3.0,3,6.0,0,2,0,2.0,2,22359.0
1073,201073,28.0,1,1,35.0,2,2,3,5.0,1,4.0,0,2.0,0,1,1,2.0,2,21549.0
2905,202905,36.0,1,3,7.0,3,0,4,4.0,1,3.0,3,3.0,0,4,0,3.0,2,23537.0
1979,201979,33.0,0,1,12.0,2,2,1,3.0,1,3.0,1,4.0,0,5,1,0.0,2,22725.0
3139,203139,38.0,1,3,7.0,2,2,3,5.0,3,3.0,0,7.0,0,2,1,2.0,3,29287.0
2267,202267,26.0,1,1,27.0,3,2,2,3.0,0,3.0,1,2.0,0,5,1,0.0,1,17377.0
4054,204054,33.0,1,1,16.0,3,1,3,4.0,0,5.0,3,2.0,0,4,1,1.0,1,22878.0
4274,204274,58.0,1,1,7.0,3,2,3,4.0,1,3.0,1,4.0,0,3,0,2.0,2,25433.0
2276,202276,52.0,1,1,5.0,2,2,2,3.0,3,4.0,3,1.0,0,3,1,1.0,3,25445.0
2462,202462,54.0,1,3,9.0,2,1,4,5.0,4,3.0,0,4.0,0,3,1,1.0,0,34105.0
1499,201499,46.0,1,3,8.0,3,1,2,3.0,2,5.0,2,4.0,0,1,1,1.0,4,33947.0
4584,204584,28.0,1,1,11.0,2,1,4,4.0,0,3.0,2,3.0,0,1,0,1.0,1,20996.0
2948,202948,46.0,0,3,33.0,2,1,4,4.0,1,5.0,0,4.0,0,2,0,1.0,2,22964.0
2594,202594,41.0,0,1,33.0,3,1,3,4.0,1,4.0,1,3.0,0,2,1,1.0,2,24283.0
1398,201398,33.0,0,1,13.0,2,2,2,3.0,1,3.0,1,2.0,0,5,1,1.0,2,20968.0
3978,203978,37.0,1,1,15.0,1,1,3,4.0,3,3.0,1,3.0,0,4,1,1.0,3,28774.0
4594,204594,37.0,1,1,14.0,2,2,4,4.0,0,3.0,3,4.0,0,3,1,3.0,1,23356.0
625,200625,45.0,1,3,15.0,3,2,3,3.0,3,5.0,1,5.0,1,2,1,0.0,3,25761.0
2772,202772,34.0,0,3,17.0,3,2,3,5.0,1,3.0,3,5.0,0,3,1,2.0,2,23360.0
2656,202656,28.0,0,3,27.0,2,0,3,4.0,1,3.0,2,3.0,0,2,1,2.0,2,28659.0
839,200839,42.0,1,3,10.0,3,2,2,3.0,1,5.0,2,1.0,0,5,1,1.0,2,20155.0
813,200813,39.0,0,1,8.0,2,2,2,3.0,4,3.0,1,1.0,0,3,1,0.0,0,27169.0
1933,201933,26.0,1,1,30.0,1,2,3,5.0,0,3.0,2,2.0,1,3,0,1.0,1,17340.0
1346,201346,45.0,1,1,31.0,2,1,3,4.0,1,3.0,1,1.0,0,4,0,0.0,2,20906.0
3344,203344,37.0,0,1,10.0,1,2,3,4.0,0,4.0,0,3.0,0,3,1,2.0,1,22370.0
3879,203879,45.0,1,1,7.0,3,2,3,4.0,0,3.0,2,8.0,1,4,0,2.0,1,21114.0
2056,202056,24.0,0,1,15.0,2,2,2,4.0,0,4.0,1,2.0,0,5,0,1.0,1,17694.0
2654,202654,33.0,1,3,11.0,3,2,3,6.0,3,3.0,0,3.0,0,2,1,2.0,3,29078.0
1339,201339,22.0,1,1,13.0,2,2,3,3.0,0,4.0,2,2.0,1,3,1,0.0,1,17472.0
3572,203572,37.0,0,1,13.0,2,2,4,2.0,1,5.0,1,5.0,1,4,1,2.0,2,24240.0
2102,202102,42.0,0,1,8.0,3,2,2,3.0,0,3.0,2,6.0,1,1,1,1.0,1,17515.0
4618,204618,36.0,1,3,10.0,2,2,4,4.0,3,3.0,1,8.0,0,5,0,3.0,3,26501.0
2973,202973,39.0,1,1,7.0,2,0,3,3.0,1,3.0,3,2.0,0,2,1,2.0,2,26303.0
2968,202968,35.0,1,1,16.0,3,0,3,5.0,3,4.0,3,3.0,0,2,1,2.0,3,27299.0
3911,203911,28.0,1,1,11.0,2,2,3,2.0,1,4.0,1,3.0,1,4,1,1.0,2,24820.0
1954,201954,31.0,1,3,12.0,3,2,3,1.0,1,3.0,1,5.0,0,5,1,1.0,2,20460.0
1419,201419,42.0,1,1,24.0,2,2,2,3.0,1,5.0,1,7.0,1,1,0,0.0,2,20410.0
3571,203571,24.0,1,1,17.0,1,2,3,2.0,0,3.0,1,4.0,0,1,1,1.0,1,20751.0
2208,202208,39.0,1,1,6.0,2,1,3,4.0,4,3.0,1,2.0,0,3,1,0.0,0,27742.0
211,200211,30.0,0,1,6.0,2,2,2,4.0,3,3.0,3,2.0,0,5,1,1.0,3,23474.0
4050,204050,52.0,0,1,15.0,2,2,3,6.0,3,3.0,2,4.0,0,1,1,1.0,3,29328.0
551,200551,39.0,1,2,9.0,2,1,2,2.0,1,4.0,0,1.0,0,2,1,0.0,2,21389.0
985,200985,31.0,1,1,28.0,3,2,3,3.0,1,3.0,0,2.0,1,5,1,0.0,2,21179.0
4198,204198,27.0,0,1,18.0,3,2,3,4.0,1,5.0,1,3.0,1,3,1,1.0,2,23419.0
3865,203865,48.0,0,1,7.0,3,1,4,4.0,3,4.0,1,2.0,0,5,0,1.0,3,30635.0
3710,203710,42.0,1,1,16.0,2,2,4,4.0,0,5.0,1,3.0,0,5,1,2.0,1,20967.0
3545,203545,33.0,1,1,12.0,2,1,4,5.0,1,4.0,1,5.0,0,3,1,1.0,2,24556.0
3306,203306,45.0,0,1,24.0,2,2,4,6.0,0,3.0,2,4.0,0,4,1,1.0,1,20968.0
1627,201627,58.0,1,1,15.0,3,1,3,4.0,0,4.0,1,5.0,1,1,1,1.0,1,18346.0
289,200289,28.0,1,1,14.0,2,1,3,3.0,0,3.0,2,2.0,0,4,0,1.0,1,18310.0
177,200177,19.0,1,1,8.0,2,2,2,4.0,0,3.0,2,2.0,0,5,0,0.0,1,16102.0
2993,202993,35.0,1,1,15.0,3,0,4,4.0,1,3.0,3,5.0,0,4,1,2.0,2,24820.0
2872,202872,48.0,1,1,9.0,3,1,4,4.0,1,3.0,1,7.0,0,2,0,2.0,2,23748.0
4570,204570,33.0,1,1,32.0,2,2,3,4.0,0,3.0,3,3.0,1,5,0,1.0,1,21473.0
2274,202274,48.0,0,1,6.0,3,2,2,1.0,4,3.0,2,3.0,0,1,0,0.0,0,31885.0
368,200368,40.0,1,3,28.0,3,2,3,4.0,1,3.0,0,3.0,1,3,1,1.0,2,21380.0
3999,203999,57.0,1,1,14.0,2,2,3,6.0,3,3.0,3,6.0,0,1,0,1.0,3,25938.0
3235,203235,36.0,1,3,11.0,1,2,3,4.0,3,5.0,3,2.0,1,4,1,2.0,3,28260.0
318,200318,27.0,1,1,11.0,2,1,2,3.0,0,4.0,2,2.0,1,3,0,1.0,1,17478.0
1720,201720,37.0,0,1,16.0,3,2,3,3.0,3,3.0,1,7.0,0,3,0,2.0,3,25048.0
1898,201898,47.0,1,1,8.0,3,1,3,3.0,1,3.0,1,6.0,0,1,0,0.0,2,20070.0
632,200632,42.0,0,1,8.0,3,2,2,3.0,0,3.0,2,6.0,1,2,0,1.0,1,17515.0
2568,202568,32.0,1,3,13.0,2,2,4,6.0,1,3.0,0,6.0,1,3,1,2.0,2,24850.0
2731,202731,39.0,1,1,30.0,2,2,3,4.0,1,3.0,1,2.0,0,3,0,1.0,2,24423.0
1019,201019,36.0,1,3,22.0,3,1,3,4.0,1,5.0,0,5.0,0,5,1,0.0,2,20647.0
1597,201597,19.0,1,3,28.0,3,2,2,3.0,0,3.0,2,2.0,1,1,1,0.0,1,16675.0
4704,204704,34.0,1,1,12.0,2,2,3,5.0,3,3.0,1,6.0,0,3,1,2.0,3,25797.0
1037,201037,45.0,1,1,35.0,1,2,2,3.0,3,3.0,0,5.0,1,5,1,0.0,3,24380.0
621,200621,36.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,1,3,1,1.0,2,21201.0
4716,204716,34.0,0,3,14.0,2,1,2,4.0,1,4.0,1,2.0,0,4,0,1.0,2,22980.0
3766,203766,47.0,1,1,9.0,2,2,3,4.0,3,3.0,1,5.0,0,1,1,2.0,3,27256.0
4487,204487,27.0,1,3,15.0,1,2,3,5.0,1,5.0,3,8.0,0,3,0,1.0,2,24004.0
156,200156,51.0,1,1,13.0,3,2,2,4.0,1,3.0,0,3.0,0,3,1,1.0,2,21132.0
3082,203082,26.0,1,3,11.0,3,2,3,5.0,1,5.0,0,3.0,0,3,1,2.0,2,22934.0
2571,202571,20.0,1,3,29.0,3,2,3,4.0,0,3.0,2,3.0,1,2,0,2.0,1,20353.0
1560,201560,40.0,0,1,6.0,2,2,3,4.0,4,4.0,1,2.0,0,1,1,1.0,0,28503.0
2652,202652,41.0,0,1,16.0,2,2,4,5.0,1,3.0,0,2.0,0,5,1,1.0,2,23554.0
563,200563,25.0,1,3,32.0,3,1,2,3.0,1,3.0,2,2.0,0,4,0,0.0,2,21180.0
3436,203436,40.0,0,1,32.0,2,2,4,4.0,3,3.0,0,5.0,0,1,0,1.0,3,29598.0
4883,204883,49.0,1,3,9.0,3,2,3,5.0,1,4.0,3,2.0,1,1,1,1.0,2,26576.0
794,200794,34.0,0,1,9.0,2,2,2,3.0,1,3.0,3,1.0,0,2,1,0.0,2,22756.0
2640,202640,36.0,0,1,9.0,3,1,3,4.0,1,4.0,3,7.0,0,2,1,1.0,2,23103.0
3170,203170,32.0,0,1,7.0,2,1,4,4.0,1,5.0,0,3.0,0,5,1,3.0,2,22826.0
1731,201731,38.0,0,3,8.0,2,2,2,4.0,1,3.0,1,4.0,0,5,1,1.0,2,20249.0
1308,201308,38.0,1,3,8.0,3,1,3,5.0,1,3.0,1,3.0,1,3,0,0.0,2,20405.0
3533,203533,38.0,1,1,20.0,3,2,3,4.0,1,3.0,1,3.0,0,1,0,1.0,2,22963.0
3631,203631,39.0,0,1,7.0,2,2,3,4.0,1,3.0,1,2.0,0,5,1,1.0,2,23413.0
4134,204134,37.0,1,1,12.0,2,2,4,4.0,1,4.0,3,2.0,0,1,1,2.0,2,24592.0
4603,204603,21.0,1,1,11.0,1,2,3,4.0,0,5.0,3,3.0,0,3,1,1.0,1,21651.0
1652,201652,41.0,1,3,26.0,3,1,3,3.0,0,4.0,2,2.0,1,4,0,1.0,1,18140.0
2199,202199,35.0,1,1,31.0,3,1,2,3.0,3,3.0,1,2.0,1,3,0,1.0,3,25388.0
1517,201517,37.0,1,1,25.0,2,2,3,3.0,0,4.0,1,5.0,0,4,0,1.0,1,18022.0
316,200316,49.0,1,1,6.0,1,1,2,4.0,4,3.0,2,1.0,1,3,1,0.0,0,28964.0
2582,202582,26.0,1,3,35.0,2,2,3,5.0,1,3.0,0,4.0,0,4,0,1.0,2,27317.0
3921,203921,31.0,1,1,31.0,2,2,4,4.0,0,3.0,1,3.0,0,3,1,3.0,1,21371.0
390,200390,43.0,1,1,18.0,2,2,2,4.0,4,4.0,1,2.0,0,3,0,1.0,0,29336.0
3066,203066,33.0,1,3,20.0,2,2,4,4.0,1,3.0,1,4.0,0,2,0,1.0,2,23081.0
231,200231,42.0,1,1,10.0,1,2,2,3.0,2,3.0,0,2.0,0,2,0,1.0,4,34232.0
86,200086,23.0,1,3,8.0,1,2,3,3.0,0,5.0,1,4.0,0,3,1,1.0,1,17322.0
4227,204227,34.0,0,1,12.0,2,1,4,4.0,3,4.0,1,8.0,0,3,1,2.0,3,30556.0
288,200288,26.0,1,1,22.0,3,2,2,3.0,0,4.0,1,3.0,1,2,1,1.0,1,17373.0
2369,202369,49.0,1,1,10.0,3,2,2,4.0,2,3.0,1,3.0,0,3,0,1.0,4,33711.0
4599,204599,27.0,0,3,7.0,3,2,3,5.0,1,5.0,3,3.0,0,3,0,1.0,2,22972.0
4153,204153,33.0,1,1,7.0,2,2,4,5.0,0,3.0,3,2.0,1,5,0,3.0,1,22408.0
3083,203083,50.0,1,1,7.0,1,1,3,4.0,0,5.0,0,4.0,0,4,1,1.0,1,22258.0
4773,204773,30.0,1,1,22.0,2,1,4,6.0,0,3.0,1,2.0,1,5,1,2.0,1,20846.0
3697,203697,34.0,0,3,9.0,3,0,4,4.0,1,4.0,3,2.0,0,1,0,1.0,2,23825.0
453,200453,26.0,0,2,23.0,2,1,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0
325,200325,31.0,0,1,13.0,2,1,2,4.0,3,3.0,0,2.0,0,2,1,1.0,3,23943.0
4710,204710,26.0,1,1,11.0,1,2,3,4.0,0,3.0,1,3.0,1,3,1,2.0,1,22369.0
2420,202420,31.0,1,2,28.0,2,2,2,5.0,0,3.0,1,2.0,0,1,0,1.0,1,24852.0
3064,203064,36.0,1,1,34.0,3,1,3,5.0,0,5.0,2,3.0,0,4,1,2.0,1,21237.0
1323,201323,28.0,0,2,6.0,2,2,2,3.0,0,3.0,1,2.0,0,4,0,1.0,1,17706.0
270,200270,55.0,1,1,6.0,3,2,2,3.0,2,5.0,2,1.0,1,2,1,0.0,4,34045.0
3954,203954,36.0,1,1,11.0,2,2,4,4.0,0,3.0,1,3.0,0,4,1,2.0,1,20629.0
4235,204235,32.0,1,3,14.0,3,2,4,4.0,1,3.0,1,6.0,0,1,0,1.0,2,26225.0
1730,201730,32.0,0,1,13.0,2,2,3,1.0,0,4.0,1,2.0,0,1,0,1.0,1,17794.0
688,200688,19.0,1,3,27.0,2,2,2,4.0,0,4.0,2,2.0,1,2,0,1.0,1,17121.0
4316,204316,31.0,1,3,19.0,1,0,3,4.0,1,3.0,3,2.0,0,1,1,2.0,2,25255.0
106,200106,50.0,0,1,6.0,2,1,3,3.0,2,4.0,0,4.0,1,2,0,2.0,4,33172.0
1357,201357,42.0,1,1,12.0,3,2,2,3.0,3,5.0,1,1.0,0,3,1,0.0,3,28348.0
4075,204075,28.0,0,1,16.0,3,2,3,4.0,0,4.0,1,8.0,0,3,1,2.0,1,20702.0
1337,201337,28.0,1,3,9.0,3,1,3,3.0,0,4.0,1,2.0,0,1,1,0.0,1,17856.0
3222,203222,47.0,1,1,15.0,2,1,4,5.0,1,5.0,1,2.0,1,2,1,3.0,2,23293.0
4777,204777,34.0,1,2,9.0,2,2,4,4.0,0,3.0,1,3.0,0,1,1,3.0,1,22278.0
3916,203916,38.0,1,1,9.0,2,2,4,5.0,0,3.0,2,8.0,1,3,0,3.0,1,20768.0
2794,202794,43.0,1,2,9.0,1,2,3,4.0,0,3.0,1,2.0,1,4,1,1.0,1,21374.0
4326,204326,47.0,1,1,25.0,3,1,3,4.0,1,3.0,1,4.0,0,5,1,2.0,2,23488.0
215,200215,41.0,1,3,12.0,2,0,3,3.0,3,3.0,2,4.0,1,2,0,1.0,3,28591.0
2323,202323,19.0,1,1,15.0,2,2,2,3.0,0,5.0,2,2.0,0,3,0,1.0,1,17552.0
3479,203479,32.0,1,2,15.0,3,1,4,2.0,0,4.0,2,2.0,0,1,0,3.0,1,20787.0
4569,204569,34.0,1,2,10.0,2,2,3,4.0,0,4.0,1,5.0,1,5,0,2.0,1,20955.0
1378,201378,42.0,1,3,18.0,3,2,3,3.0,1,3.0,1,4.0,1,1,0,0.0,2,20087.0
2902,202902,41.0,0,3,35.0,2,2,3,6.0,3,5.0,1,5.0,0,5,1,1.0,3,29610.0
4064,204064,41.0,0,1,33.0,3,1,3,4.0,1,4.0,1,3.0,0,1,0,2.0,2,24283.0
2142,202142,42.0,1,3,20.0,3,1,3,4.0,1,3.0,2,1.0,0,3,1,0.0,2,21244.0
2765,202765,32.0,1,3,14.0,3,2,4,4.0,1,3.0,1,6.0,0,2,0,1.0,2,26225.0
1076,201076,54.0,0,1,17.0,3,1,2,3.0,4,3.0,1,4.0,0,3,1,0.0,0,31032.0
2175,202175,39.0,1,3,8.0,2,2,2,1.0,3,3.0,3,1.0,0,1,0,0.0,3,22880.0
3486,203486,45.0,0,1,12.0,2,2,3,5.0,0,3.0,3,5.0,0,1,0,2.0,1,21840.0
1689,201689,54.0,1,3,9.0,3,1,2,3.0,1,5.0,1,3.0,0,4,1,0.0,2,20940.0
3278,203278,35.0,1,3,16.0,2,1,4,4.0,1,3.0,0,3.0,0,2,1,3.0,2,24392.0
3948,203948,25.0,1,1,7.0,3,2,4,4.0,0,3.0,1,4.0,1,3,0,3.0,1,20971.0
753,200753,39.0,0,1,28.0,3,0,2,3.0,3,5.0,3,2.0,1,5,1,0.0,3,25880.0
3072,203072,38.0,1,3,23.0,3,2,4,5.0,1,3.0,1,6.0,0,5,1,3.0,2,25012.0
3375,203375,31.0,0,1,16.0,3,1,4,4.0,1,3.0,3,2.0,1,3,1,3.0,2,23373.0
4650,204650,49.0,1,1,11.0,2,2,4,5.0,3,3.0,2,2.0,0,5,1,1.0,3,29677.0
120,200120,30.0,0,1,29.0,2,2,3,5.0,0,3.0,1,2.0,0,3,1,2.0,1,17613.0
4396,204396,32.0,1,3,20.0,3,2,3,4.0,1,5.0,1,4.0,0,1,0,2.0,2,22911.0
2263,202263,28.0,1,1,21.0,2,2,2,3.0,0,3.0,1,2.0,0,4,0,0.0,1,17207.0
1837,201837,50.0,1,1,16.0,1,2,3,4.0,3,3.0,3,7.0,0,5,1,1.0,3,25496.0
2687,202687,41.0,1,1,31.0,1,2,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,21997.0
1582,201582,54.0,0,2,32.0,2,1,1,1.0,4,3.0,2,3.0,1,3,1,0.0,0,32328.0
4022,204022,26.0,1,1,14.0,3,2,4,5.0,0,3.0,1,3.0,0,1,0,3.0,1,21567.0
3962,203962,47.0,0,3,12.0,3,2,4,4.0,1,3.0,3,6.0,1,5,1,2.0,2,24450.0
4472,204472,33.0,0,1,31.0,2,2,4,4.0,1,3.0,1,3.0,0,4,1,3.0,2,23987.0
833,200833,27.0,1,1,12.0,2,2,2,4.0,0,3.0,0,2.0,0,2,1,1.0,1,17539.0
2786,202786,32.0,1,1,14.0,3,0,3,4.0,3,3.0,3,3.0,1,4,1,2.0,3,25821.0
1631,201631,27.0,0,1,15.0,3,2,2,3.0,0,4.0,1,7.0,0,3,1,1.0,1,17024.0
138,200138,25.0,1,3,34.0,2,2,2,4.0,1,3.0,0,3.0,0,4,0,0.0,2,23639.0
2185,202185,33.0,0,1,6.0,2,1,2,1.0,1,4.0,1,2.0,1,3,1,0.0,2,20488.0
4247,204247,44.0,1,1,14.0,2,1,3,4.0,3,5.0,1,2.0,0,5,1,1.0,3,28663.0
4673,204673,46.0,1,2,31.0,3,2,3,4.0,0,4.0,2,3.0,0,4,0,2.0,1,20855.0
4178,204178,29.0,1,1,9.0,2,2,4,4.0,0,3.0,3,4.0,0,4,0,2.0,1,22163.0
4097,204097,51.0,1,1,7.0,3,2,3,5.0,0,3.0,1,4.0,0,3,1,1.0,1,22368.0
4766,204766,30.0,1,1,13.0,3,1,3,4.0,0,3.0,1,3.0,0,3,0,2.0,1,21809.0
944,200944,28.0,0,1,6.0,2,1,2,5.0,1,3.0,0,1.0,0,3,1,0.0,2,21674.0
4296,204296,27.0,0,1,10.0,1,2,4,4.0,0,5.0,3,2.0,0,3,0,2.0,1,21780.0
3052,203052,56.0,1,3,9.0,3,2,3,4.0,1,3.0,3,6.0,0,2,0,2.0,2,23838.0
87,200087,51.0,1,1,15.0,2,2,3,3.0,0,3.0,0,4.0,0,3,1,0.0,1,17075.0
682,200682,32.0,0,1,6.0,2,1,3,4.0,0,4.0,0,7.0,0,3,1,0.0,1,17332.0
1239,201239,31.0,0,1,30.0,1,1,1,3.0,1,3.0,2,3.0,0,1,1,0.0,2,20238.0
1462,201462,39.0,1,3,30.0,3,1,2,4.0,4,3.0,1,1.0,0,1,1,1.0,0,27031.0
2236,202236,50.0,1,1,8.0,3,2,3,3.0,2,3.0,1,3.0,1,1,1,2.0,4,34237.0
1964,201964,34.0,1,3,20.0,1,1,2,3.0,0,3.0,1,2.0,1,5,1,0.0,1,17579.0
2755,202755,46.0,0,1,14.0,2,2,4,4.0,3,5.0,1,3.0,0,2,1,3.0,3,23888.0
1327,201327,46.0,1,3,9.0,1,1,2,1.0,4,5.0,1,3.0,0,3,1,0.0,0,28225.0
3860,203860,39.0,1,3,7.0,2,2,3,4.0,1,4.0,1,2.0,0,4,1,2.0,2,23118.0
567,200567,34.0,1,3,8.0,2,2,2,3.0,1,3.0,2,2.0,0,5,0,0.0,2,21274.0
101,200101,32.0,1,1,6.0,2,2,3,3.0,0,5.0,2,2.0,0,2,0,2.0,1,17956.0
655,200655,33.0,1,2,9.0,2,2,2,3.0,0,4.0,1,4.0,1,5,0,1.0,1,17277.0
1139,201139,32.0,1,1,11.0,2,1,2,1.0,0,3.0,1,4.0,0,5,1,1.0,1,18312.0
2536,202536,31.0,1,3,11.0,3,1,4,5.0,1,4.0,1,3.0,1,3,1,2.0,2,23887.0
2817,202817,28.0,1,1,7.0,3,2,3,4.0,0,4.0,1,3.0,0,3,0,1.0,1,22494.0
4159,204159,32.0,0,1,10.0,3,2,4,4.0,3,3.0,1,2.0,0,4,1,1.0,3,32353.0
3938,203938,35.0,1,1,13.0,3,2,3,4.0,0,5.0,3,4.0,0,4,0,1.0,1,21638.0
2405,202405,32.0,0,1,9.0,2,1,2,3.0,0,3.0,2,2.0,0,4,1,0.0,1,21209.0
333,200333,43.0,1,1,13.0,2,1,2,3.0,3,5.0,0,1.0,0,5,1,0.0,3,24985.0
3569,203569,30.0,0,1,9.0,2,2,3,4.0,1,3.0,1,3.0,0,3,0,1.0,2,27531.0
471,200471,38.0,1,1,16.0,3,1,3,3.0,1,3.0,0,4.0,0,3,1,2.0,2,24824.0
383,200383,22.0,1,1,17.0,3,1,2,3.0,0,4.0,0,2.0,0,2,1,0.0,1,17244.0
213,200213,51.0,1,1,14.0,2,2,2,4.0,3,4.0,0,6.0,0,3,1,1.0,3,27490.0
4307,204307,35.0,0,3,11.0,3,1,4,4.0,1,3.0,1,2.0,0,1,0,1.0,2,25216.0
268,200268,45.0,1,1,26.0,3,2,3,3.0,4,3.0,0,1.0,1,3,0,0.0,0,28496.0
4382,204382,53.0,1,1,13.0,1,2,4,4.0,1,5.0,1,5.0,1,4,1,2.0,2,24255.0
869,200869,46.0,1,1,21.0,2,2,2,3.0,2,4.0,0,6.0,0,3,1,1.0,4,34081.0
4751,204751,41.0,0,1,16.0,3,1,3,4.0,3,3.0,2,2.0,0,4,1,2.0,3,32177.0
672,200672,42.0,1,3,20.0,3,1,3,4.0,1,3.0,2,1.0,0,3,0,0.0,2,21244.0
3161,203161,28.0,1,1,23.0,1,1,3,4.0,0,4.0,0,2.0,0,2,1,1.0,1,21489.0
1111,201111,53.0,1,1,8.0,1,1,3,4.0,3,3.0,1,1.0,0,5,1,2.0,3,25169.0
3150,203150,41.0,0,3,31.0,2,1,4,2.0,4,4.0,2,6.0,1,3,1,3.0,0,31872.0
467,200467,37.0,0,3,15.0,3,2,3,3.0,3,4.0,1,2.0,0,2,1,0.0,3,23834.0
552,200552,56.0,1,1,15.0,3,2,2,3.0,4,3.0,0,1.0,0,4,0,0.0,0,26103.0
2532,202532,31.0,1,1,9.0,2,2,3,5.0,1,3.0,0,3.0,0,4,1,1.0,2,22830.0
652,200652,37.0,0,3,25.0,3,2,2,3.0,3,4.0,3,2.0,1,5,0,0.0,3,22642.0
4180,204180,32.0,1,1,30.0,3,2,4,5.0,1,3.0,1,2.0,0,3,0,2.0,2,24260.0
2391,202391,28.0,1,1,14.0,2,1,2,4.0,0,4.0,2,2.0,0,4,0,1.0,1,17154.0
1426,201426,32.0,1,1,35.0,2,1,2,4.0,0,4.0,2,2.0,0,3,1,0.0,1,17837.0
3942,203942,45.0,1,1,14.0,3,1,3,5.0,3,3.0,1,5.0,0,4,0,1.0,3,28926.0
2932,202932,43.0,1,1,9.0,2,1,3,4.0,1,3.0,0,3.0,0,2,1,1.0,2,22767.0
2541,202541,29.0,0,3,11.0,3,2,3,4.0,1,3.0,0,3.0,0,2,1,1.0,2,22899.0
4203,204203,29.0,1,1,15.0,2,1,4,4.0,0,3.0,3,3.0,0,4,1,2.0,1,21988.0
1115,201115,34.0,1,1,13.0,3,2,2,3.0,0,3.0,2,2.0,0,1,0,1.0,1,17972.0
1064,201064,30.0,1,2,6.0,2,2,2,3.0,0,3.0,1,1.0,0,1,0,1.0,1,17064.0
3326,203326,37.0,1,1,7.0,1,1,4,6.0,3,5.0,1,4.0,1,2,1,3.0,3,28930.0
3759,203759,37.0,1,1,9.0,2,1,4,4.0,1,4.0,1,6.0,1,4,0,1.0,2,25640.0
3457,203457,31.0,1,3,14.0,3,1,4,4.0,1,5.0,1,2.0,0,3,1,1.0,2,23457.0
160,200160,22.0,1,1,25.0,3,2,3,3.0,0,3.0,0,2.0,0,2,0,1.0,1,17323.0
3892,203892,42.0,1,3,10.0,2,2,3,5.0,1,4.0,1,4.0,0,3,0,2.0,2,27616.0
873,200873,36.0,1,1,12.0,2,2,2,5.0,0,3.0,1,2.0,0,2,0,0.0,1,17741.0
4285,204285,30.0,1,1,30.0,2,2,3,4.0,0,3.0,2,2.0,0,3,0,1.0,1,20879.0
3832,203832,33.0,0,1,22.0,3,1,3,4.0,1,3.0,1,7.0,0,3,0,2.0,2,25345.0
640,200640,24.0,0,1,10.0,2,2,2,4.0,0,3.0,0,1.0,0,3,0,0.0,1,18162.0
1061,201061,24.0,0,3,19.0,2,1,3,3.0,0,4.0,0,2.0,0,1,0,0.0,1,17033.0
3935,203935,37.0,1,3,16.0,2,2,3,5.0,0,5.0,3,2.0,0,1,0,1.0,1,22085.0
4418,204418,46.0,0,3,33.0,2,1,4,4.0,1,5.0,1,4.0,0,1,0,3.0,2,22964.0
1124,201124,39.0,1,3,12.0,3,2,2,1.0,3,3.0,1,3.0,0,4,1,1.0,3,23237.0
